id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incar_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
91,Superior Court,Central,VC23152(a),Further Proceedings - Action Taken,CD235911,VC23153(a),alcohol,2011.0,,2011-08-10 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,Pre-Trial,Preliminary Exam,,,,,,,,,,1825,,1825,,,,,,,
92,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD235928,VC20001(a),,2011.0,,2011-07-10 00:00:00.000000,Local Custody: 6 Days - Probation Summary: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,6,,,,6,1095,,1095,,,,,,,
93,Gang Prosecution,Central,VC20001(a),Restitution Hearing  - Restitution Set,CD235992,VC20001(a),,2011.0,,2011-08-09 00:00:00.000000,State Prison: 8 Months,Pled Guilty Felony,Gang Prosecution,Preliminary Exam,,,,,243,,,243,,,,,,,,,,,
94,Superior Court,Central,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Formal,CD236299,VC23153(a),combine,2011.0,,2011-01-28 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,365,1825,1825,,,,,,,,
95,Family Protection,Central,PC273a(a),Sentencing Hearing  - State Prison,CD236406,VC23153(a),combine,2011.0,,2011-09-05 00:00:00.000000,State Prison: 8 Years: 4 Months,Pled Guilty Felony,Family Protection - Child Abuse,Preliminary Exam Readiness,,,,,3042,,,3042,,,,,,,,,,,
96,Superior Court,Central,VC20001(a),Probation Modification Hearing - Granted,CD236700,VC20001(a),,2011.0,,2011-04-14 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,90,,,,90,1095,1095,,,,,20.0,,20.0,
97,Superior Court,Central,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CD237318,VC23153(a),alcohol,2011.0,,2011-10-28 00:00:00.000000,State Prison: 4 Years: 4 Months - Probation Formal: 5 Years - Work Furlough: 365 Days,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,1582,,,1582,,1825,1825,,,,,365.0,365.0,,
98,Superior Court,Central,VC20001(a),Restitution Status Review Hearing - In Compliance,CD237420,VC20001(a),,2011.0,,2011-09-24 00:00:00.000000,Probation Summary: 3 Years - Volunteer Work Service: 100 Hours - Volunteer Work Service: 100 Hours,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,8.333333333333334,,,8.333333333333334
99,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD237436,VC23153(a),alcohol,2011.0,,2011-11-06 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
100,Superior Court,Central,VC20001(a),Restitution Status Review Hearing - Restitution Set,CD237818,VC20001(a),,2011.0,,2011-11-12 00:00:00.000000,State Prison: 32 Months,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
101,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD238192,VC20001(a),,2011.0,,2011-05-22 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,,,,,,1095,1095,,,,,,,,
102,Superior Court,Central,VC2800.2(a),Sentencing Hearing  - State Prison,CD238390,VC2800.3(a),,2012.0,,2012-01-04 00:00:00.000000,State Prison: 3 Years: 4 Months,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,1217,,,1217,,,,,,,,,,,
103,Superior Court,Central,VC20001(a),Restitution Hearing  - Restitution Modified,CD238676,VC20001(a),,2012.0,,2011-10-29 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
104,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD238789,VC20001(a),,2012.0,,2011-12-12 00:00:00.000000,Local Custody: 240 Days - Probation Summary: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,240,,,,240,1095,,1095,,,,,,,
105,Superior Court,Central,VC20001(a),Restitution Status Review Hearing - In Compliance,CD238945,VC20001(a),,2012.0,,2011-11-21 00:00:00.000000,Local Custody: 180 Days - Probation Summary: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,180,,,,180,1095,,1095,,,,,,,
106,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD239360,VC23153(a),alcohol,2012.0,,2012-02-19 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,180,1825,1825,,,,,,,,
107,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD239607,PC245(a)(1),deadly w,2012.0,,2011-11-10 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
108,Family Protection,Central,PC273a(a),Sentencing Hearing  - State Prison,CD239662,PC273a(a),,2012.0,,2012-02-01 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,Family Protection - Child Abuse,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
109,Superior Court,Central,VC20001(b)(2),Restitution Hearing  - Restitution Set,CD239761,VC20001(b)(2),,2012.0,,2012-03-11 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years - Volunteer Work Service: 100 Hours,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,4.166666666666667,,,4.166666666666667
110,Case Issuing/Extraditions,Central,,Felony Arraignment on Complaint - Dismissed (Issued by Other Jurisdiction),CD239875,VC23153(a),alcohol,2012.0,,2011-08-07 00:00:00.000000,,Dismissed (Issued by Other Jurisdiction),Case Issuing/Extraditions,Felony Arraignment on Complaint,,,,,,,,,,,,,,,,,,,
111,Superior Court,Central,VC23152(a),Restitution Hearing  - Restitution Set,CD239876,VC23152(a),,2012.0,,2011-11-14 00:00:00.000000,State Prison: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
112,Superior Court,Central,VC23153(b),Probation Modification Hearing - Other (see note),CD240101,VC23153(a),alcohol,2012.0,,2012-02-22 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,365,1825,1825,,,,,,,,
113,Superior Court,Central,VC20001(a),Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CD240174,VC23153(a),combine,2012.0,,2012-04-04 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,365,1095,1095,,,,,,,,
114,Superior Court,Central,VC20001(a),Probation Modification Hearing - Granted,CD240200,VC20001(a),,2012.0,,2012-03-22 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years - Work Furlough,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,365,,,,365,1095,1095,,,,,,,,
115,Superior Court,Central,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CD240308,VC23153(a),alcohol,2012.0,,2012-04-06 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years - Residential Drug Treatment: 185 Days (+ more),Pled Guilty Felony,Superior Court,Felony Readiness Conference,185,,185,,365,,,,365,1825,1825,,,,,,,,
116,Superior Court,Central,"VC23153(a), alcohol",Sentencing after Revocation - Probation Reinstated,CD240432,VC23153(a),alcohol,2012.0,,2012-04-12 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,180,,,,180,1825,1825,,,,,,,,
117,Superior Court,Central,VC20001(a),Further Proceedings - Action Taken,CD240461,PC245(a)(1),deadly w,2012.0,,2012-04-16 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Felony,Superior Court,Further Proceedings,,,,,,,,,,1095,,1095,,,,,,,
118,Superior Court,Central,VC2800.3(a),Felony Appeal by the Defense - Remittitur Issued (see note),CD240609,VC2800.3(a),,2012.0,,2012-04-27 00:00:00.000000,State Prison: 9 Years: 4 Months,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,3407,,,3407,,,,,,,,,,,
119,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD240624,VC20001(a),,2012.0,,2012-03-08 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
120,Superior Court,Central,VC23103-VC23103.5(a),Proof of Compliance Hearing - Continued on Probation / Diversion / Drug Court,CD240842,PC245(a)(1),deadly w,2012.0,,2012-05-15 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 3 Years - Volunteer Work Service: 40 Hours,Pled Guilty Misdemeanor - Immediate Sentencing,Superior Court,Felony Readiness Conference,,,,,5,,,,5,1095,,1095,,,,1.6666666666666667,,,1.6666666666666667
121,Superior Court,Central,PC191.5(a),Sentencing Hearing  - State Prison,CD241387,PC191.5(a),,2012.0,,2012-06-12 00:00:00.000000,State Prison: 14 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,5110,,,5110,,,,,,,,,,,
122,Superior Court,Central,VC2800.2(a),Restitution Hearing  - Continued,CD241719,VC2800.2(a),,2012.0,,2012-06-26 00:00:00.000000,State Prison: 4 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
123,Insurance Fraud,Central,PC215(a),Sentencing Hearing  - State Prison,CD242100,PC215(a),,2012.0,,2012-07-29 00:00:00.000000,State Prison: 3 Years,Pled Guilty Felony,RATT,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
124,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CD242146,VC23153(a),alcohol,2012.0,,2012-07-21 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam,,,,,,,,,,1825,,1825,,,,,,,
125,Family Protection,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - Probation Granted Summary,CD242358,PC245(a)(1),deadly w,2012.0,,2012-07-26 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor - Immediate Sentencing,Domestic Violence,Further Proceedings,,,,,,,,,,1095,,1095,,,,5.0,,5.0,
126,Case Issuing/Extraditions,Central,,Affidavit Filed - Warrant Issued,CD242368,VC20001(a),,2012.0,,2012-04-24 00:00:00.000000,,,Case Issuing/Extraditions,,,,,,,,,,,,,,,,,,,,
127,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD242541,VC23153(a),alcohol,2012.0,,2012-08-10 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years - Residential Drug Treatment,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,180,1825,1825,,,,,,,,
128,Superior Court,Central,VC20001(b)(2),Felony Appeal by the Defense - Initial Filing,CD242900,VC20001(b)(2),,2012.0,,2012-06-29 00:00:00.000000,Probation Formal: 3 Years - Work Furlough: 120 Days,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,,,,,,1095,1095,,,,,120.0,120.0,,
129,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD243049,VC20001(a),,2012.0,,2012-08-05 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
130,Case Issuing/Extraditions,Central,,Affidavit Filed - Warrant Issued,CD243167,VC2800.3(a),,2012.0,,2012-08-01 00:00:00.000000,,,Case Issuing/Extraditions,,,,,,,,,,,,,,,,,,,,
131,Case Issuing/Extraditions,Central,,Affidavit Filed - Warrant Issued,CD243650,VC20001(a),,2012.0,,2012-08-31 00:00:00.000000,,,Case Issuing/Extraditions,,,,,,,,,,,,,,,,,,,,
132,Superior Court,Central,PC215(a),Sentencing Hearing  - State Prison,CD243881,PC207(a),,2012.0,,2012-10-13 00:00:00.000000,State Prison: 8 Years: 8 Months,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,3163,,,3163,,,,,,,,,,,
133,Superior Court,Central,VC23152(a),Sentencing after Revocation - Probation Reinstated,CD244319,VC23153(a),alcohol,2012.0,,2012-11-06 00:00:00.000000,Local Custody: 96 Days - Probation Formal: 5 Years - Public Work Service: 20 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,96,,,,96,1825,1825,,,,,20.0,,20.0,
134,Superior Court,Central,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CD244762,VC23153(a),alcohol,2012.0,,2012-12-02 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 5 Years - Public Work Service: 20 Days,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,90,,,,90,1825,1825,,,,,20.0,,20.0,
135,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CD244809,VC23153(a),alcohol,2012.0,,2012-12-04 00:00:00.000000,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,240,,,,240,1825,1825,,,,,,,,
136,Superior Court,Central,VC2800.3(a),Further Proceedings - Action Taken,CD245060,VC2800.3(a),,2012.0,,2012-12-11 00:00:00.000000,Probation Formal: 5 Years - Public Work Service: 30 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1825,1825,,,,,30.0,,30.0,
137,Superior Court,Central,VC20001(a),Restitution Status Review Hearing - Continued,CD245167,VC20001(a),,2012.0,Restitution Status Review Hearing,2012-12-09 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
138,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CD245184,VC23153(a),alcohol,2012.0,,2012-12-13 00:00:00.000000,State Prison: 32 Months,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,973,,,973,,,,,,,,,,,
139,Family Protection,Central,PC273a(a),Sentencing Hearing  - State Prison,CD245367,PC273a(a),,2013.0,,2012-12-04 00:00:00.000000,State Prison: 3 Years,Pled Guilty Felony,Family Protection - Child Abuse,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
140,Superior Court,Central,PC459,Evidentiary Hearing (Probation) - Admit / Probation Revoked,CD245455,PC243(d),,2013.0,Sentencing after Revocation,2013-01-04 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
141,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CD245933,VC23153(a),alcohol,2013.0,,2012-12-15 00:00:00.000000,State Prison: 16 Months - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,851,,,486,365,1825,1825,,,,,,,,
142,Superior Court,Central,PC415(2),Felony Jury Trial - Pled No Contest Infraction - Immediate Sentencing,CD246397,VC20001(a),,2013.0,,2012-08-01 00:00:00.000000,Fine,Pled No Contest Infraction - Immediate Sentencing,Superior Court,Felony Jury Trial,,,,,,,,,,,,,,,,,,,
143,Superior Court,Central,"VC23153(a), alcohol",Restitution Status Review Hearing - In Compliance,CD246516,VC23153(a),alcohol,2013.0,,2013-02-24 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
144,Superior Court,Central,VC20001(a),Probation Modification Hearing - Granted,CD246770,VC20001(a),,2013.0,,2012-12-15 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,180,1095,1095,,,,,,,,
145,Superior Court,Central,VC20001(b)(2),Probation Modification Hearing - Granted,CD247161,VC20001(b)(2),,2013.0,,2012-09-07 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,180,2190,2190,,,,,,,,
146,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CD247362,VC23153(a),alcohol,2013.0,,2013-04-08 00:00:00.000000,State Prison: 6 Years: 8 Months,"Found Guilty, Felony",Superior Court,Felony Jury Trial,,,,,2433,,,2433,,,,,,,,,,,
147,Case Issuing/Extraditions,Central,,Affidavit Filed - Warrant Issued,CD247484,VC23153(a),alcohol,2013.0,,2013-03-13 00:00:00.000000,,,Case Issuing/Extraditions,,,,,,,,,,,,,,,,,,,,
148,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD247892,VC23153(a),alcohol,2013.0,,2013-04-03 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,180,1825,1825,,,,,,,,
149,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD247939,VC20001(a),,2013.0,,2013-03-02 00:00:00.000000,Local Custody: 240 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,240,,,,240,1095,1095,,,,,,,,
150,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - State Prison,CD248153,PC245(a)(1),deadly w,2013.0,,2013-05-15 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
151,Superior Court,Central,,Preliminary Exam Readiness - Continued,CD248189,VC23153(a),alcohol,2013.0,Preliminary Exam Readiness,2012-05-16 00:00:00.000000,,,Pre-Trial,,,,,,,,,,,,,,,,,,,,
152,Superior Court,Central,VC21651(b),Sentencing Hearing  - Probation Granted Formal,CD248210,VC20001(a),,2013.0,,2013-04-29 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,180,1095,1095,,,,,,,,
153,Superior Court,Central,VC23109.1(a),Restitution Status Review Hearing - Restitution Set,CD248211,VC23109.1(a),,2013.0,,2013-05-17 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
154,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD248343,VC20001(a),,2013.0,,2013-05-26 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
155,Family Protection,Central,,Felony Readiness Conference - Continued,CD248618,PC273a(a),,2013.0,Felony Readiness Conference,2013-06-02 00:00:00.000000,,,Family Protection - Child Abuse,,,,,,,,,,,,,,,,,,,,
156,Superior Court,Central,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CD248671,VC23153(a),combine,2013.0,,2013-06-01 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,90,,,,90,1825,1825,,,,,,,,
157,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD248676,VC23153(a),alcohol,2013.0,,2013-06-02 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,180,1825,1825,,,,,,,,
158,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD248754,VC20001(a),,2013.0,,2013-06-07 00:00:00.000000,Local Custody: 1 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,Pre-Trial,Misdemeanor Readiness Hearing,,,,,1,,,,1,1095,,1095,,,,,,,
159,Insurance Fraud,Central,"PC245(a)(1), deadly w",Probation Modification Hearing - Granted,CD248782,PC245(a)(1),deadly w,2013.0,Further Proceedings,2012-09-03 00:00:00.000000,Local Custody: 120 Days - Probation Summary: 5 Years - Public Work Service: 20 Days,Pled Guilty Felony,Auto Insurance Fraud,Preliminary Exam Readiness,,,,,120,,,,120,1825,,1825,,,,20.0,,20.0,
160,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD249088,VC20001(a),,2013.0,,2013-04-27 00:00:00.000000,State Prison: 8 Months,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,243,,,243,,,,,,,,,,,
161,Superior Court,Central,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CD249089,VC23153(a),alcohol,2013.0,,2013-06-20 00:00:00.000000,Probation Formal: 5 Years - Work Furlough: 365 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1825,1825,,,,,365.0,365.0,,
